i,v_i,xi_i,Q_i
1,"[169392.01255234235, 110160.20766443895, 2.1522682542366964, 3.5918570580611267, 55630.75498368564, 17178.052186539862, 56309.14522685758, 13861.129910928032, 8.075749559628465, 72.06195177194085, 2765.0, 2300.0]","[33.09222091110354, 13.626502364973417, -13.66985457712841, 8.223976228534383, -4.543803334940475, -0.5158483934599537, -3.2244540254096585, 6.2767281647104864, -2.368175294212142, 2.9279976639105336, -5.546741953072602, 5.549046149021968, 3.5409821346859833, -0.7660823999754809, -0.3726918927788351, -1.9004095431215047, -4.295076154038425, -0.3014747217403509, -1.6994391991808946, 3.773211854511498, 0.19401606005305724, 0.9422180197479268, -4.159431468730126, 0.18157468652892947, -4.148715395232317, -0.2321356975950755, 3.0635162477032507, 3.5430828367067684, -1.0362164241997711, -0.9726579645216854, 2.3508033121034764, -4.275952686187719, -2.414833986374984, -0.6235731699970832, -0.35821765451908777, 3.6587977450220115, 0.49917364874243697, 0.21590855225907898, -1.2371959102541739, -0.7143098086645018, 1.6872640700729373, 1.10329351676756, -0.45779418858229615, -1.9030466646550512, -3.5051023753416124, 0.9794411956805745, 1.450785285870956, 0.47319437498216327, 1.0567852837298322, -1.2082401764878097, 1.0013467273354881, 3.649381180330447, -0.7498651726189063, 0.32785502919701737, 0.6150683060938151, -1.3265399049541264, 0.5022902557850378, 0.6750022476021005, 1.8456955494463936, -0.22210091631610235, 1.7909911450467682, 0.5662921907006531, 0.5558654570495263, -0.41832668942291895, 1.5194737444471171, 1.5490487749652195, 0.12189275402728138, -0.8747638858188043, 0.5115577570394643, -0.7075874073156497, 1.1857801499279457, -0.8534142467308247, 0.03583561629623226]",193652718452.72287
1,"[169409.5766077134, 104073.77909118505, 3.4627772391473255, 3.288316185957145, 55630.66242930463, 17178.05218681057, 56309.23494744496, 13861.191734898437, 1823.799497284901, 10648.029891650809, 2765.0, 2300.0]","[33.559241641630386, -1.3199525374930052, 1.7329664712971131, -7.041307457257289, -8.151050795235452, -6.482187767438414, -6.0875336554183574, 0.6871884440385421, -9.133240809888113, -6.666873406213008, 1.0549394489599655, -6.213122871859962, 5.563864684763052, -4.359526246941821, 3.575518590365054, 3.825076236515808, -2.8744997393197194, -0.9461529412265802, 0.6381619550580232, 3.481125443371623, -3.1276915279102857, -1.3059052581676633, -2.470503716892493, 0.9743652147284926, -1.3590381527243813, 5.862846407392124, 2.021767578155304, -1.6711818285334736, -1.0076146714754342, -0.19012786660304848, 1.3329319491887073, 3.954092488474597, 2.041084427873966, -2.206424128127914, -2.1510853946105932, 1.7680515587882235, -0.7780898435508685, -1.6067394598036668, -1.732395274963024, 0.8517017679768825, -4.575310632424882, 1.5772870723184287, -2.5842255136329655, 2.7940709631515914, -0.10147617155832744, -2.423489466228848, 0.08936979616535749, -0.8964444525149285, -0.4886842506554394, -1.3355062423206718, 0.4545085231168582, 0.08970618399347823, -2.665572631575888, -2.3051500508402434, -3.4534982631092443, -0.30652393999403393, 0.15833324509188054, 0.18791612550925357, -2.400122199736964, -0.019445099512236382, 0.7282775535498177, 1.401563368789369, -0.4981966130570512, 0.6494812291343343, 0.42611455555626304, -1.1742417290248246, 0.7386971998765082, -0.33490908268487524, -1.5292331850163297, 0.09776905568226059, -0.2857188630580211, -0.2871560382383327, -1.3554203714114041]",460220555114.1554
1,"[169403.6759531712, 100608.502223307, 3.5897149032533364, 1.7944176880348865, 55632.25781420377, 17178.052186812532, 56309.14976142406, 13861.191734898926, 1823.7994981318332, 3908.057977029273, 2765.0, 2300.0]","[33.56554410906507, -7.096387034467262, -3.179786566113388, 3.764191117579928, 2.2998059684808267, -4.963382934064749, -9.982333734642605, -2.86838825972558, 7.181125261193066, -7.400358776799595, -5.706285802581939, -4.819909480710623, 2.114767871830776, -1.4768029060907348, 4.478551954429434, -2.362461046842915, 0.6707033884954692, -3.3979088594823836, -0.3333829669586724, -1.0187786507858982, -3.9968347195926195, -0.5831310078447085, -2.408582170734145, -5.174366617847626, 0.9753615194685633, -1.107427643019311, -2.13685390250301, 2.2997223156795332, -4.487093987508138, 3.0543466140929905, -1.4320859655649798, 2.0756978329104703, 0.1614810335602344, -0.6385997565818067, -1.750670384021426, -0.5858244740163692, -0.9924992884244637, 1.8943473358981684, 3.3875749082240154, 0.48118243725761106, -2.3354603288447504, -2.0632678557343973, 0.9763937631335327, -0.305862342794323, -1.4722510251608651, 0.7772757824544608, -0.4403539076075283, -1.5758915299953167, 1.331567497912689, 0.11982071525060209, 0.46024249062565864, 0.07612441180295094, -0.48085961696021406, 0.005123547791356129, 0.06160581225786174, -0.8942503398598861, -1.2803489566710131, 0.8740380197443711, 0.968542070782847, 1.0207012581203212, -1.1544171096118028, -1.9732632736602216, 0.7481303376045466, 0.6235477270711537, 0.0847962181969096, 0.21943205957942694, 0.5797203216861571, -0.4690108535831602, 0.1733831443936472, -0.167198657820403, -0.36758406359333495, 0.6389665225715427, -0.04035359429492534]",416260666242.8533
1,"[169388.3122298352, 121169.0139216842, 3.3111607296607204, 3.779112397298795, 55630.00198723814, 17178.228332746916, 56309.04378137001, 13861.041749239464, 8.067528230287328, 28.87384218140971, 2765.0, 2300.0]","[32.74443323667449, -4.732293133155473, -5.334100511443491, -8.900143934074485, 4.635070129053156, 3.195751269768035, 3.149344172860157, -5.966271025275288, 9.053791108392842, 4.070271428654321, 6.501397148326805, 4.8581451336877395, -7.603449238934707, 1.1380823716701924, 0.7696177637214069, -9.682347899978092, -5.777086622696707, -3.1324125832940424, -3.30785653046224, 4.4780161793523074, -2.864965472603333, -6.0516865592674405, -2.896389808637898, 1.5361389652611837, -1.3804527463358396, 3.6952032635973073, -0.011638763715600237, -1.0816947655753069, 0.1897869970228702, 5.685357749049829, 2.720604424335209, 0.16820548648107075, -4.990648040549571, -2.5249179791357084, -4.979211934210282, -1.046730016965565, 0.5650624643657896, 0.688652082959683, 0.7823010640070087, 1.4058450594022416, -4.45368924133262, -0.925156148521757, 2.6325147523387105, 2.4179901225880425, -0.828489797933946, -0.45882814403940714, -2.5947267063800896, -0.2435331452567253, -0.9100816421969821, 1.2819702161510445, 1.8552902644005504, 2.126320696600021, -0.7022654980378537, -2.3967912518064933, 1.8558410375499135, 0.09155478819442554, -0.18271421178480426, 0.6692290226433157, 1.8319104225280705, -0.7445542244867108, 0.17999898747756704, -0.8150121356040823, -1.5892696920835112, -1.9880158788250823, 2.0116498300396186, 2.764861660518065, 1.0906396890685766, -1.5867886710503845, 0.8751550680623733, 0.4337476530746478, 0.1630631699483457, 0.13854634816940678, 1.0088142682299674]",203232418013.798
1,"[169403.0974586905, 78624.5958198228, 3.1812461863970936, 1.7944191307290533, 55630.25508398969, 17178.014667511437, 56309.23494703353, 13861.01479137949, 28.021120848115615, 16.135781882082195, 2765.0, 2300.0]","[33.53136428824948, -10.076626445142228, -8.480354144877799, 4.455411784605301, 3.7064126252458505, 5.233490692571622, -10.76560833852686, -0.8486682762453037, -2.749645344059754, 2.358487085699401, -8.790115977684632, 1.3499730935261982, -1.0025437928169287, -6.784294289993285, 2.674073008328297, -0.5455650435694841, 3.0610883256740986, 3.251475633130827, -0.5041323277514246, -0.581999681054838, 0.7953886129968804, -2.0345531979256912, -4.493697157684271, -1.3227406683388487, -0.05484482465991658, 0.313703157012175, 4.161835349506582, -3.6083846452746373, 0.3940558307057135, -2.1379328997540776, -1.265812877798546, -1.1270068776537028, 0.5282480131618251, -5.154342032799796, 3.1777885659779717, 0.35062464669255644, -1.3718512996894237, 1.49664601762193, -0.8402882951897847, -0.10251473009200816, -1.582793839115726, -1.3274513127688583, -0.06952978274847027, 0.6581474314155414, -0.4483506569844572, 0.2068215745623959, 1.5538801814530294, 3.094513710255344, 0.7113410530406354, 0.07838618040313707, -0.8499344414570019, 1.8361790846344124, -0.8026920420450916, -0.1483954331205302, -0.6152062700219857, -1.5598146545414227, 0.35427523793940835, -1.3828825368711084, -0.6740027751990756, -0.98583502603921, -2.154262985999425, 0.07269402079277705, 1.6710174320594895, -1.5647321779653698, -2.288641478876904, -0.3466626652778577, -0.1042986451741052, -0.20209844196498666, 2.0771683581893847, -0.8751057992788496, 0.4208410971549179, 1.0031533611453651, 0.6996735592395834]",211319373230.34644
1,"[169388.31224186206, 129909.82364243055, 2.152268076012427, 3.5918608834627213, 55630.75498160902, 17178.09133021836, 56309.13637481561, 13861.107741601008, 1954.026959648991, 394.4584439201547, 2765.0, 2300.0]","[33.279009319281315, -8.803105062322777, -7.110854137161757, 2.0140068073249164, -8.030995679453351, 1.8589017553521585, 3.304752294313757, -4.150591266696835, 5.016716665505002, -6.653038620865981, 7.9853736253115475, 5.906297034688429, -2.6202321059222315, -6.7295419280379765, 4.8817139870174735, -3.6993297480563503, 1.117941902585629, -1.4207912310849473, -0.18221723010448646, 1.9958674655973732, -3.415398542983956, 2.6037277460413097, 1.7739642629940304, -2.1779597571159117, -1.2369847384997839, -0.5254521708305656, -0.5873524307196609, 3.2166453588379578, -1.0839317953638818, 0.0876049122814085, 2.991181024665636, -2.9767649738940656, -1.2191767972014458, -0.10544697921118341, -2.042915080098873, -1.6811422486992598, -2.0578002825772668, 1.4438835887589918, 0.8915374430406331, -1.1140039359873257, -1.5149027415861673, 1.3026829035963572, 0.3158520721384313, 0.26657216512741677, 0.9124071511112825, -0.054424618261456184, 0.9163069102393866, -0.35288823593924207, -2.305499968263227, 1.5757386421327488, 1.4083187218316449, -1.3615897600375084, -0.29470688600297523, -0.004998018005702246, 1.3289729465981968, -0.15562801715685642, 0.31509486127920594, 1.6808282082305777, 1.0582398365852217, 0.6382135193325205, 1.193532828257591, 0.22978019057287338, 1.0921237697131054, 0.617582834994855, -0.5201941264213082, -0.4784137938443563, -1.5556961390319564, -0.9266942271281724, 1.0279156638297628, -0.14951270777507567, -0.15847057340730575, -0.6670298383291782, -0.024354616807448444]",626968100968.3765
1,"[169392.01255234235, 110160.20766443895, 2.1522682542366964, 3.5918570580611267, 55630.75498368564, 17178.052186539862, 56309.14522685758, 13861.129910928032, 8.075749559628465, 72.06195177194085, 2765.0, 2300.0]","[32.67460750018978, -6.758203661925405, -12.968171939477667, 2.5685130772149516, 5.710441433535051, 4.38973267965339, 4.910863953500729, -5.61178291889395, 7.1651254743787405, -3.5184537454170064, -3.71447219043802, 9.353119148303538, 0.25490954679938355, -4.001576916975301, -3.559510087954211, 2.710978462736284, -5.501987821635634, 4.77961050270788, -2.8418588994544804, 2.4651054871324782, 2.3399505706443056, 2.8074529647455435, -4.521932847170407, 0.08296139332799343, -4.838816214930156, -0.5206971197889969, 0.39791832634853946, 0.35230536991000355, -1.6313955823552861, 2.4091245853096264, -0.8024573204532679, 0.85395835682525, 1.5811858122551528, -0.7895023174304678, -2.7977159231849913, -2.822654462906525, 1.0913577370779715, -1.1600777134180225, 0.3664651514787218, 0.3599557499109393, -0.4048371371803598, -0.7468105102101469, 0.9824409473370185, 0.1068909041434091, 0.7910799625821434, -0.7513785669504878, -0.23759999312618948, 0.8838836633621489, 0.4937395486203677, 0.7693930189413474, -0.8470241800459973, 0.12686448021463223, -0.29793077309041754, -0.81499326250693, -0.4244992305874025, 0.2504907366036371, 0.6087585758029705, -0.5288179921811326, 0.14812322628692226, -0.6915543193261392, -0.15672889034534884, -0.10620710981331409, -0.8315911250691873, -1.6158032866133212, -0.12123389998126095, 1.2129307592866312, 0.7869966351416862, -0.617605689665167, 1.6265024604518805, -0.5638868290744067, 0.17745119548865543, 0.5045095387215367, 1.0254149850482388]",209970267232.14838
1,"[169392.0123602178, 131948.00146896698, 3.0831025015726765, 3.591859045831963, 55630.75497327556, 17178.22833260228, 56309.11993139112, 13861.191735979579, 28.048450364092457, 3908.0258111327257, 2765.0, 2300.0]","[32.82381362012444, 3.8622809031361256, -11.159417633764578, 5.322538086504051, -10.462926286662682, -0.19695577410874796, -1.3228879516557965, 0.9087621873002695, 9.281859411394134, -0.8431033194220804, 3.2276946275425304, -6.986112968705453, -2.010146702095724, -2.4584234481165206, -0.34666791767809796, -3.191218957801724, 2.818358381493188, 0.1890452031714981, -4.572462214666205, 0.43262752435766705, 2.002113243876353, 5.396926416178098, 1.374278320760957, 1.0693025451065594, 2.621616180309326, 0.6472331494963183, -1.6133103380940426, 2.0637448095299438, -1.730025716079851, -0.3216599570177799, 3.451236874354131, -1.9542631923625524, -2.00259949081625, 3.5416541612913637, -0.0975176044389298, 3.097398587064419, -1.0593317043308468, 2.3292016253477543, -7.803446458852412, -3.394827721549248, 0.9049756668747431, -1.1641023058179172, 1.7288369293585282, -2.2546990923552124, -1.069566106663225, -0.9594780524561893, -0.18636374292617042, 0.5222502299863117, -0.5964126405891966, -4.302411437701743, 0.968224932605734, 1.1573526171526345, -0.8168176262953559, -0.09393994752864615, -1.7559060572139231, -0.5510489853671485, 0.24761008706499055, 0.7613594935286926, 0.26167932055990684, 0.9520308075523194, 0.3940326634975481, 0.030045669669277204, 0.13363231333181216, -1.6372582420475825, -2.0606527877493868, -0.192914773297174, 1.5152931672096899, -1.606902436084062, 0.13793160121473183, 0.16201209737800049, -0.5134054718678527, 0.6064867212400681, -0.48169031226355025]",220339394998.7041
1,"[169410.86987143266, 78624.63386011332, 3.4627769421825656, 3.28831649285087, 55630.129304366914, 17178.014666848198, 56309.14581701688, 13861.23133145175, 1823.8010104505993, 132.30487442539393, 2765.0, 2300.0]","[32.89782596097453, -9.228513208279306, -9.030539439304174, 1.3737549845305115, 5.471447091820924, 3.808737991687895, 1.5879265933104194, -5.536477757901838, -4.857254533863902, -1.775565118839375, 5.270099859801682, 9.953545612517308, -3.4550820763956316, -3.2596603662283865, -1.2623896938080057, -1.455745470874687, 1.865094414801201, -4.187065772674901, 3.6325297255338427, 1.2419458287689469, -0.19912350271235696, 1.1635593933371504, 3.8254993918923326, 2.538150784121758, 0.06995691289738294, -1.8162479525255995, -4.724959810571344, 2.682046868255063, 0.3278440574726725, 0.31066586502647103, 1.6916636853529359, 2.594488812382702, 6.0394193178113635, -2.055917936093246, -1.9631018219761682, -2.307334850634739, 4.185717877189407, 0.13663460269271915, 2.8472002723417518, -0.8922813815810745, -1.3431422306774092, 0.04803006800074796, -0.24967085378777637, -0.008338246840374736, 0.3677422084868132, -1.3003408256857096, 0.21063935158074024, 0.8388833699622188, -0.548630914864432, 0.46897343815316045, 2.3145653529276453, -1.0507023526730772, -2.2249218157828694, 0.32398091046324834, -0.3988335646470086, 1.1553797963064079, -1.9576156715800443, 1.4469935024101819, 0.3045549326589863, -0.3831713249613146, -1.6965188867774608, -0.7774790146155666, 0.3701133630482349, 2.505500569401397, -0.24175829458517828, 1.1266857545885947, -0.7344390832297526, -0.9581370373733173, 1.2194566128783504, -0.48817130174942697, 0.8736575994147093, 0.6422355002744126, -0.202990634932394]",207454105615.04065
1,"[169427.11475855287, 121913.60819956804, 1.8694833778622055, 3.585456518079459, 55630.2550822917, 17178.266792372826, 56309.234947425975, 13861.218170895232, 66.15207188295332, 10648.030734315676, 2765.0, 2300.0]","[32.867782614734516, 1.383475280444209, -2.831450273795357, -4.090462528991699, -7.682917760818064, -10.516829396458691, 0.2528197898817486, 1.2526998538828094, -4.32111296794918, -3.3546819001281043, -2.8294699510085666, -6.188028684145933, -2.397854348895398, 1.8345850088869828, 3.0072346536235988, 0.20448403917865654, 3.551547743700755, -1.6511982582926659, 0.9744873806165514, -0.25271138124018755, -3.4765389303027, -4.113753838000403, -3.147898117871329, 1.2717438224006357, -0.9644113580781605, -3.1746337714937383, -4.3466762254675375, -0.5902087037244003, 0.9326807477853928, -5.656041808625334, -0.4832547967767662, 3.1795754553386275, 1.9657190507265765, 1.6421801376340726, 2.4118060548043596, -4.035977079281876, 0.26919069978422955, -2.711481700871561, 0.47100699281154407, -1.9639204604109208, 0.9429884744314555, 3.1083411920693993, 1.4864883181730157, 4.283396987831714, 3.561017702373785, -1.2100323184299417, -0.8280827673789355, 0.2526338180427452, -0.2484292915492065, -1.0776301822542924, 0.4440925606590259, 0.7535486382997972, 0.13861314325576402, -4.410942776061564, -1.359366996126528, 1.9288487417770788, -0.49814226504968573, -0.5625724653550982, 0.7966711110413472, -0.6147160913048091, 2.722000311507121, -0.5880462472274548, 0.23363527496680905, 0.16574052863400798, 0.1580738734680488, 0.028474694068712402, -0.11909256263480761, -1.6695977311950936, 1.0092762781261786, -0.06791743298659342, 0.3506813516953361, 0.7465478944494064, 2.1054996237208075]",185816311448.28836
